净值日期,单位净值,日增长率
2015-07-08,1.0,0.0
2015-07-09,1.0398,3.98
2015-07-10,1.0738,3.2699
2015-07-13,1.1224,4.526
2015-07-14,1.1113,-0.989
2015-07-15,1.0457,-5.903
2015-07-16,1.061,1.4631
2015-07-17,1.1198,5.5419
2015-07-20,1.1366,1.5003
2015-07-21,1.1496,1.1438
2015-07-22,1.152,0.2088
2015-07-23,1.176,2.0833
2015-07-24,1.1484,-2.3469
2015-07-27,1.0702,-6.8095
2015-07-28,1.0334,-3.4386
2015-07-29,1.0752,4.0449
2015-07-30,1.0285,-4.3434
2015-07-31,1.0213,-0.7
2015-08-03,0.9695,-5.072
2015-08-04,1.0242,5.6421
2015-08-05,1.0078,-1.6012
2015-08-06,1.0007,-0.7045
2015-08-07,1.0364,3.5675
2015-08-10,1.0849,4.6797
2015-08-11,1.082,-0.2673
2015-08-12,1.0532,-2.6617
2015-08-13,1.0768,2.2408
2015-08-14,1.0721,-0.4365
2015-08-17,1.0679,-0.3918
2015-08-18,1.0037,-6.0118
2015-08-19,1.0296,2.5805
2015-08-20,1.0064,-2.2533
2015-08-21,0.9401,-6.5878
2015-08-24,0.8628,-8.2225
2015-08-25,0.7924,-8.1595
2015-08-26,0.7472,-5.7042
2015-08-27,0.7807,4.4834
2015-08-28,0.8326,6.6479
2015-08-31,0.7988,-4.0596
2015-09-01,0.7537,-5.646
2015-09-02,0.7389,-1.9636
2015-09-07,0.7543,2.0842
2015-09-08,0.7985,5.8597
2015-09-09,0.8279,3.6819
2015-09-10,0.8149,-1.5702
2015-09-11,0.8233,1.0308
2015-09-14,0.7615,-7.5064
2015-09-15,0.7176,-5.7649
2015-09-16,0.7691,7.1767
2015-09-17,0.7708,0.221
2015-09-18,0.7915,2.6855
2015-09-21,0.831,4.9905
2015-09-22,0.8317,0.0842
2015-09-23,0.8304,-0.1563
2015-09-24,0.8418,1.3728
2015-09-25,0.8078,-4.039
2015-09-28,0.845,4.6051
2015-09-29,0.8366,-0.9941
2015-09-30,0.8299,-0.8009
2015-10-08,0.8688,4.6873
2015-10-09,0.8788,1.151
2015-10-12,0.9218,4.893
2015-10-13,0.9323,1.1391
2015-10-14,0.9189,-1.4373
2015-10-15,0.9618,4.6686
2015-10-16,0.9796,1.8507
2015-10-19,0.9739,-0.5819
2015-10-20,1.0029,2.9777
2015-10-21,0.937,-6.5709
2015-10-22,0.9772,4.2903
2015-10-23,1.0077,3.1212
2015-10-26,1.0032,-0.4466
2015-10-27,1.0176,1.4354
2015-10-28,0.9882,-2.8892
2015-10-29,0.9889,0.0708
2015-10-30,0.9868,-0.2124
2015-11-02,0.9693,-1.7734
2015-11-03,0.9678,-0.1548
2015-11-04,1.0257,5.9826
2015-11-05,1.0187,-0.6825
2015-11-06,1.0576,3.8186
2015-11-09,1.0803,2.1464
2015-11-10,1.0868,0.6017
2015-11-11,1.11,2.1347
2015-11-12,1.1015,-0.7658
2015-11-13,1.074,-2.4966
2015-11-16,1.1049,2.8771
2015-11-17,1.0749,-2.7152
2015-11-18,1.0534,-2.0002
2015-11-19,1.091,3.5694
2015-11-20,1.1013,0.9441
2015-11-23,1.0896,-1.0624
2015-11-24,1.1071,1.6061
2015-11-25,1.1387,2.8543
2015-11-26,1.1135,-2.213
2015-11-27,1.046,-6.062
2015-11-30,1.0539,0.7553
2015-12-01,1.047,-0.6547
2015-12-02,1.0312,-1.5091
2015-12-03,1.0647,3.2486
2015-12-04,1.058,-0.6293
2015-12-07,1.075,1.6068
2015-12-08,1.0566,-1.7116
2015-12-09,1.047,-0.9086
2015-12-10,1.0571,0.9647
2015-12-11,1.0472,-0.9365
2015-12-14,1.0616,1.3751
2015-12-15,1.0751,1.2717
2015-12-16,1.0812,0.5674
2015-12-17,1.112,2.8487
2015-12-18,1.1083,-0.3327
2015-12-21,1.1076,-0.0632
2015-12-22,1.1118,0.3792
2015-12-23,1.0895,-2.0058
2015-12-24,1.0942,0.4314
2015-12-25,1.092,-0.2011
2015-12-28,1.066,-2.381
2015-12-29,1.0709,0.4597
2015-12-30,1.0822,1.0552
2015-12-31,1.0572,-2.3101
2016-01-04,0.9719,-8.0685
2016-01-05,0.9431,-2.9633
2016-01-06,0.9616,1.9616
2016-01-07,0.8803,-8.4547
2016-01-08,0.879,-0.1477
2016-01-11,0.8235,-6.314
2016-01-12,0.8391,1.8944
2016-01-13,0.8009,-4.5525
2016-01-14,0.8462,5.6561
2016-01-15,0.8212,-2.9544
2016-01-18,0.845,2.8982
2016-01-19,0.8714,3.1243
2016-01-20,0.857,-1.6525
2016-01-21,0.8213,-4.1657
2016-01-22,0.8352,1.6924
2016-01-25,0.8389,0.443
2016-01-26,0.7767,-7.4145
2016-01-27,0.7756,-0.1416
2016-01-28,0.7388,-4.7447
2016-01-29,0.7731,4.6427
2016-02-01,0.7722,-0.1164
2016-02-02,0.8061,4.3901
2016-02-03,0.8124,0.7815
2016-02-04,0.827,1.7971
2016-02-05,0.815,-1.451
2016-02-15,0.8223,0.8957
2016-02-16,0.8562,4.1226
2016-02-17,0.8619,0.6657
2016-02-18,0.8526,-1.079
2016-02-19,0.8603,0.9031
2016-02-22,0.8737,1.5576
