净值日期,单位净值,日增长率
2015-07-16,1.0,0.0
2015-07-17,0.9999,-0.01
2015-07-21,0.9984,0.0
2015-07-22,0.9915,-0.6911
2015-07-23,1.0023,1.0893
2015-07-24,0.9908,-1.1474
2015-07-27,0.9363,-5.5006
2015-07-28,0.9347,-0.1709
2015-07-29,0.944,0.995
2015-07-30,0.9303,-1.4513
2015-07-31,0.9293,-0.1075
2015-08-03,0.9334,0.4412
2015-08-04,0.9456,1.307
2015-08-05,0.9338,-1.2479
2015-08-06,0.9288,-0.5354
2015-08-07,0.9382,1.0121
2015-08-10,0.9675,3.123
2015-08-11,0.9602,-0.7545
2015-08-12,0.9514,-0.9165
2015-08-13,0.9581,0.7042
2015-08-14,0.9573,-0.0835
2015-08-17,0.9482,-0.9506
2015-08-18,0.899,-5.1888
2015-08-19,0.9066,0.8454
2015-08-20,0.8811,-2.8127
2015-08-21,0.8512,-3.3935
2015-08-24,0.7768,-8.7406
2015-08-25,0.7266,-6.4624
2015-08-26,0.7361,1.3075
2015-08-27,0.7892,7.2137
2015-08-28,0.811,2.7623
2015-08-31,0.8287,2.1825
2015-09-01,0.8352,0.7844
2015-09-02,0.8399,0.5627
2015-09-07,0.8017,-4.5482
2015-09-08,0.8177,1.9958
2015-09-09,0.8289,1.3697
2015-09-10,0.828,-0.1086
2015-09-11,0.8233,-0.5676
2015-09-14,0.8351,1.4333
2015-09-15,0.8163,-2.2512
2015-09-16,0.8396,2.8543
2015-09-17,0.823,-1.9771
2015-09-18,0.8245,0.1823
2015-09-21,0.8297,0.6307
2015-09-22,0.8378,0.9763
2015-09-23,0.8172,-2.4588
2015-09-24,0.8205,0.4038
2015-09-25,0.8188,-0.2072
2015-09-28,0.8138,-0.6106
2015-09-29,0.7985,-1.8801
2015-09-30,0.8048,0.789
2015-10-08,0.8204,1.9384
2015-10-09,0.8304,1.2189
2015-10-12,0.8538,2.8179
2015-10-13,0.8492,-0.5388
2015-10-14,0.8429,-0.7419
2015-10-15,0.8599,2.0168
2015-10-16,0.8707,1.256
2015-10-19,0.8691,-0.1838
2015-10-20,0.8757,0.7594
2015-10-21,0.8767,0.1142
2015-10-22,0.8733,-0.3878
2015-10-23,0.8781,0.5496
2015-10-26,0.8786,0.0569
2015-10-27,0.8786,0.0
2015-10-28,0.8645,-1.6048
2015-10-29,0.8632,-0.1504
2015-10-30,0.8653,0.2433
2015-11-02,0.8533,-1.3868
2015-11-03,0.8503,-0.3516
2015-11-04,0.8859,4.1868
2015-11-05,0.9111,2.8446
2015-11-06,0.9299,2.0634
2015-11-09,0.9439,1.5055
2015-11-10,0.94,-0.4132
2015-11-11,0.9341,-0.6277
2015-11-12,0.9235,-1.1348
2015-11-13,0.9134,-1.0937
2015-11-16,0.9129,-0.0547
2015-11-17,0.915,0.23
2015-11-18,0.91,-0.5464
2015-11-19,0.9183,0.9121
2015-11-20,0.9162,-0.2287
2015-11-23,0.9127,-0.382
2015-11-24,0.9096,-0.3397
2015-11-25,0.9136,0.4398
2015-11-26,0.9105,-0.3393
2015-11-27,0.8697,-4.4811
2015-11-30,0.8716,0.2185
2015-12-01,0.8745,0.3327
2015-12-02,0.9142,4.5397
2015-12-03,0.9155,0.1422
2015-12-04,0.8932,-2.4358
2015-12-07,0.8923,-0.1008
2015-12-08,0.8814,-1.2216
2015-12-09,0.8835,0.2383
2015-12-10,0.8791,-0.498
2015-12-11,0.8743,-0.546
2015-12-14,0.8988,2.8022
2015-12-15,0.8878,-1.2239
2015-12-16,0.8855,-0.2591
2015-12-17,0.8963,1.2196
2015-12-18,0.9011,0.5355
2015-12-21,0.9277,2.9519
2015-12-22,0.9264,-0.1401
2015-12-23,0.929,0.2807
2015-12-24,0.9214,-0.8181
2015-12-25,0.9251,0.4016
2015-12-28,0.8974,-2.9943
2015-12-29,0.9044,0.78
2015-12-30,0.9044,0.0
2015-12-31,0.8998,-0.5086
2016-01-04,0.8484,-5.7124
2016-01-05,0.8543,0.6954
2016-01-06,0.8644,1.1823
2016-01-07,0.817,-5.4836
2016-01-08,0.8304,1.6401
2016-01-11,0.796,-4.1426
2016-01-12,0.7998,0.4774
2016-01-13,0.7909,-1.1128
2016-01-14,0.8,1.1506
2016-01-15,0.779,-2.625
2016-01-18,0.7784,-0.077
2016-01-19,0.7986,2.5951
2016-01-20,0.7846,-1.7531
2016-01-21,0.768,-2.1157
2016-01-22,0.7752,0.9375
2016-01-25,0.7762,0.129
2016-01-26,0.7374,-4.9987
2016-01-27,0.7378,0.0542
2016-01-28,0.7242,-1.8433
2016-01-29,0.7441,2.7479
2016-02-01,0.7313,-1.7202
2016-02-02,0.7421,1.4768
2016-02-03,0.7363,-0.7816
2016-02-04,0.7436,0.9914
2016-02-05,0.7414,-0.2959
2016-02-15,0.7348,-0.8902
2016-02-16,0.7534,2.5313
2016-02-17,0.7581,0.6238
2016-02-18,0.7561,-0.2638
2016-02-19,0.7542,-0.2513
2016-02-22,0.7717,2.3203
2016-02-23,0.7629,-1.1403
2016-02-24,0.767,0.5374
2016-02-25,0.7278,-5.1108
2016-02-26,0.7359,1.1129
2016-02-29,0.7321,-0.5164
2016-03-01,0.7416,1.2976
2016-03-02,0.7662,3.3172
2016-03-03,0.7698,0.4699
2016-03-04,0.7946,3.2216
2016-03-07,0.7891,-0.6922
2016-03-08,0.7919,0.3548
2016-03-09,0.7907,-0.1515
2016-03-10,0.7725,-2.3018
2016-03-11,0.7753,0.3625
2016-03-14,0.7775,0.2838
2016-03-15,0.7853,1.0032
