净值日期,单位净值,日增长率
2015-02-26,1.0,0.0
2015-02-27,1.0,0.0
2015-03-06,0.997,0.0
2015-03-13,1.001,0.0
2015-03-19,1.0,0.0
2015-03-20,1.014,1.4
2015-03-27,1.033,0.0
2015-04-03,1.068,0.0
2015-04-10,1.075,0.0
2015-04-17,1.068,0.0
2015-04-24,1.1,0.0
2015-04-27,1.101,0.0909
2015-04-28,1.069,-2.9064
2015-04-29,1.091,2.058
2015-04-30,1.109,1.6499
2015-05-04,1.116,0.6312
2015-05-05,1.083,-2.957
2015-05-06,1.081,-0.1847
2015-05-07,1.054,-2.4977
2015-05-08,1.11,5.3131
2015-05-11,1.178,6.1261
2015-05-12,1.213,2.9711
2015-05-13,1.214,0.0824
2015-05-14,1.216,0.1647
2015-05-15,1.21,-0.4934
2015-05-18,1.253,3.5537
2015-05-19,1.28,2.1548
2015-05-20,1.331,3.9844
2015-05-21,1.406,5.6349
2015-05-22,1.421,1.0669
2015-05-25,1.447,1.8297
2015-05-26,1.504,3.9392
2015-05-27,1.53,1.7287
2015-05-28,1.46,-4.5752
2015-05-29,1.498,2.6027
2015-06-01,1.586,5.8745
2015-06-02,1.649,3.9723
2015-06-03,1.663,0.849
2015-06-04,1.655,-0.4811
2015-06-05,1.66,0.3021
2015-06-08,1.617,-2.5904
2015-06-09,1.604,-0.804
2015-06-10,1.637,2.0574
2015-06-11,1.673,2.1991
2015-06-12,1.702,1.7334
2015-06-15,1.659,-2.5264
2015-06-16,1.568,-5.4852
2015-06-17,1.604,2.2959
2015-06-18,1.523,-5.0499
2015-06-19,1.42,-6.763
2015-06-23,1.431,0.7746
2015-06-24,1.451,1.3976
2015-06-25,1.387,-4.4108
2015-06-26,1.269,-8.5076
2015-06-29,1.166,-8.1166
2015-06-30,1.227,5.2316
2015-07-01,1.165,-5.053
2015-07-02,1.1,-5.5794
2015-07-03,1.044,-5.0909
2015-07-06,1.007,-3.5441
2015-07-07,0.936,-7.0506
2015-07-08,0.899,-3.953
2015-07-09,0.93,3.4483
2015-07-10,0.997,7.2043
2015-07-13,1.069,7.2217
2015-07-14,1.092,2.1515
2015-07-15,1.044,-4.3956
2015-07-16,1.051,0.6705
2015-07-17,1.1,4.6622
2015-07-20,1.115,1.3636
2015-07-21,1.135,1.7937
2015-07-22,1.141,0.5286
2015-07-23,1.161,1.7528
2015-07-24,1.14,-1.8088
2015-07-27,1.067,-6.4035
2015-07-28,1.055,-1.1246
2015-07-29,1.095,3.7915
2015-07-30,1.066,-2.6484
2015-07-31,1.052,-1.3133
2015-08-03,1.019,-3.1369
2015-08-04,1.07,5.0049
2015-08-05,1.054,-1.4953
2015-08-06,1.056,0.1898
2015-08-07,1.094,3.5985
2015-08-10,1.144,4.5704
2015-08-11,1.138,-0.5245
2015-08-12,1.12,-1.5817
2015-08-13,1.141,1.875
2015-08-14,1.145,0.3506
2015-08-17,1.156,0.9607
2015-08-18,1.085,-6.1419
2015-08-19,1.103,1.659
2015-08-20,1.063,-3.6265
2015-08-21,1.008,-5.174
2015-08-24,0.922,-8.5317
2015-08-25,0.858,-6.9414
2015-08-26,0.841,-1.9814
2015-08-27,0.891,5.9453
2015-08-28,0.944,5.9484
2015-08-31,0.92,-2.5424
2015-09-01,0.871,-5.3261
2015-09-02,0.861,-1.1481
2015-09-07,0.86,-0.1161
2015-09-08,0.898,4.4186
2015-09-09,0.934,4.0089
2015-09-10,0.918,-1.7131
2015-09-11,0.92,0.2179
2015-09-14,0.863,-6.1957
2015-09-15,0.822,-4.7509
2015-09-16,0.886,7.7859
2015-09-17,0.878,-0.9029
2015-09-18,0.882,0.4556
2015-09-21,0.913,3.5147
2015-09-22,0.918,0.5476
2015-09-23,0.91,-0.8715
2015-09-24,0.921,1.2088
2015-09-25,0.904,-1.8458
2015-09-28,0.924,2.2124
2015-09-29,0.916,-0.8658
2015-09-30,0.924,0.8734
2015-10-08,0.959,3.7879
2015-10-09,0.973,1.4599
2015-10-12,1.007,3.4943
2015-10-13,1.015,0.7944
2015-10-14,1.001,-1.3793
2015-10-15,1.03,2.8971
2015-10-16,1.041,1.068
2015-10-19,1.03,-1.0567
2015-10-20,1.048,1.7476
2015-10-21,0.991,-5.4389
2015-10-22,1.022,3.1282
2015-10-23,1.046,2.3483
2015-10-26,1.065,1.8164
2015-10-27,1.066,0.0939
2015-10-28,1.048,-1.6886
2015-10-29,1.05,0.1908
2015-10-30,1.048,-0.1905
2015-11-02,1.031,-1.6221
2015-11-03,1.029,-0.194
2015-11-04,1.071,4.0816
2015-11-05,1.067,-0.3735
2015-11-06,1.088,1.9681
2015-11-09,1.094,0.5515
2015-11-10,1.096,0.1828
2015-11-11,1.108,1.0949
2015-11-12,1.113,0.4513
2015-11-13,1.086,-2.4259
2015-11-16,1.104,1.6575
2015-11-17,1.094,-0.9058
2015-11-18,1.079,-1.3711
2015-11-19,1.102,2.1316
2015-11-20,1.111,0.8167
2015-11-23,1.1,-0.9901
2015-11-24,1.107,0.6364
2015-11-25,1.128,1.897
2015-11-26,1.116,-1.0638
2015-11-27,1.053,-5.6452
2015-11-30,1.062,0.8547
2015-12-01,1.061,-0.0942
2015-12-02,1.056,-0.4713
2015-12-03,1.078,2.0833
2015-12-04,1.071,-0.6494
2015-12-07,1.077,0.5602
2015-12-08,1.056,-1.9499
2015-12-09,1.057,0.0947
2015-12-10,1.062,0.473
2015-12-11,1.051,-1.0358
2015-12-14,1.065,1.3321
2015-12-15,1.068,0.2817
2015-12-16,1.077,0.8427
2015-12-17,1.104,2.507
2015-12-18,1.092,-1.087
2015-12-21,1.109,1.5568
2015-12-22,1.115,0.541
2015-12-23,1.105,-0.8969
2015-12-24,1.098,-0.6335
2015-12-25,1.101,0.2732
2015-12-28,1.089,-1.0899
2015-12-29,1.092,0.2755
2015-12-30,1.104,1.0989
2015-12-31,1.09,-1.2681
2016-01-04,1.009,-7.4312
2016-01-05,1.001,-0.7929
2016-01-06,1.022,2.0979
2016-01-07,0.939,-8.1213
2016-01-08,0.946,0.7455
2016-01-11,0.894,-5.4968
2016-01-12,0.895,0.1119
2016-01-13,0.868,-3.0168
2016-01-14,0.899,3.5714
2016-01-15,0.873,-2.8921
2016-01-18,0.886,1.4891
2016-01-19,0.917,3.4989
2016-01-20,0.909,-0.8724
2016-01-21,0.876,-3.6304
2016-01-22,0.881,0.5708
2016-01-25,0.887,0.681
2016-01-26,0.823,-7.2153
2016-01-27,0.808,-1.8226
2016-01-28,0.778,-3.7129
2016-01-29,0.811,4.2416
2016-02-01,0.809,-0.2466
2016-02-02,0.84,3.8319
2016-02-03,0.845,0.5952
2016-02-04,0.858,1.5385
2016-02-05,0.848,-1.1655
2016-02-15,0.849,0.1179
