净值日期,单位净值,日增长率
2015-01-28,1.0,0.0
2015-01-30,1.0,0.0
2015-02-06,0.998,0.0
2015-02-13,1.002,0.0
2015-02-17,1.004,0.0
2015-02-27,1.004,0.0
2015-03-02,1.006,0.1992
2015-03-03,1.006,0.0
2015-03-04,1.007,0.0994
2015-03-05,1.007,0.0
2015-03-06,1.008,0.0993
2015-03-09,1.01,0.1984
2015-03-10,1.011,0.099
2015-03-11,1.011,0.0
2015-03-12,1.012,0.0989
2015-03-13,1.012,0.0
2015-03-16,1.018,0.5929
2015-03-17,1.02,0.1965
2015-03-18,1.025,0.4902
2015-03-19,1.027,0.1951
2015-03-20,1.03,0.2921
2015-03-23,1.034,0.3883
2015-03-24,1.034,0.0
2015-03-25,1.031,-0.2901
2015-03-26,1.031,0.0
2015-03-27,1.033,0.194
2015-03-30,1.037,0.3872
2015-03-31,1.035,-0.1929
2015-04-01,1.041,0.5797
2015-04-02,1.046,0.4803
2015-04-03,1.049,0.2868
2015-04-07,1.052,0.286
2015-04-08,1.049,-0.2852
2015-04-09,1.047,-0.1907
2015-04-10,1.054,0.6686
2015-04-13,1.057,0.2846
2015-04-14,1.056,-0.0946
2015-04-15,1.05,-0.5682
2015-04-16,1.053,0.2857
2015-04-17,1.058,0.4748
2015-04-20,1.052,-0.5671
2015-04-21,1.062,0.9506
2015-04-22,1.075,1.2241
2015-04-23,1.076,0.093
2015-04-24,1.068,-0.7435
2015-04-27,1.077,0.8427
2015-04-28,1.071,-0.5571
2015-04-29,1.077,0.5602
2015-04-30,1.08,0.2786
2015-05-04,1.085,0.463
2015-05-05,1.071,-1.2903
2015-05-06,1.069,-0.1867
2015-05-07,1.07,0.0935
2015-05-08,1.079,0.8411
2015-05-11,1.089,0.9268
2015-05-12,1.094,0.4591
2015-05-13,1.091,-0.2742
2015-05-14,1.091,0.0
2015-05-15,1.093,0.1833
2015-05-18,1.096,0.2745
2015-05-19,1.102,0.5474
2015-05-20,1.104,0.1815
2015-05-21,1.11,0.5435
2015-05-22,1.111,0.0901
2015-05-25,1.118,0.6301
2015-05-26,1.133,1.3417
2015-05-27,1.139,0.5296
2015-05-28,1.118,-1.8437
2015-05-29,1.125,0.6261
2015-06-01,1.141,1.4222
2015-06-02,1.146,0.4382
