净值日期,单位净值,日增长率
2015-07-10,1.0,0.0
2015-07-17,1.0,0.0
2015-07-24,1.011,0.0
2015-07-31,0.987,0.0
2015-08-07,0.995,0.0
2015-08-14,1.008,0.0
2015-08-21,0.948,0.0
2015-08-28,0.913,0.0
2015-09-02,0.873,0.0
2015-09-11,0.903,0.0
2015-09-18,0.886,0.0
2015-09-25,0.893,0.0
2015-09-29,0.895,0.0
2015-09-30,0.894,-0.1117
2015-10-08,0.914,2.2371
2015-10-09,0.925,1.2035
2015-10-12,0.946,2.2703
2015-10-13,0.954,0.8457
2015-10-14,0.946,-0.8386
2015-10-15,0.962,1.6913
2015-10-16,0.974,1.2474
2015-10-19,0.977,0.308
2015-10-20,0.992,1.5353
2015-10-21,0.954,-3.8306
2015-10-22,0.974,2.0964
2015-10-23,0.99,1.6427
2015-10-26,0.996,0.6061
2015-10-27,0.995,-0.1004
2015-10-28,0.976,-1.9095
2015-10-29,0.985,0.9221
2015-10-30,0.991,0.6091
2015-11-02,0.982,-0.9082
2015-11-03,0.985,0.3055
2015-11-04,1.025,4.0609
2015-11-05,1.028,0.2927
2015-11-06,1.052,2.3346
2015-11-09,1.07,1.711
2015-11-10,1.078,0.7477
2015-11-11,1.103,2.3191
2015-11-12,1.102,-0.0907
2015-11-13,1.081,-1.9056
2015-11-16,1.106,2.3127
2015-11-17,1.099,-0.6329
2015-11-18,1.08,-1.7288
2015-11-19,1.112,2.963
2015-11-20,1.132,1.7986
2015-11-23,1.114,-1.5901
2015-11-24,1.118,0.3591
2015-11-25,1.139,1.8784
2015-11-26,1.131,-0.7024
2015-11-27,1.071,-5.305
2015-11-30,1.09,1.774
2015-12-01,1.086,-0.367
2015-12-02,1.072,-1.2891
2015-12-03,1.098,2.4254
2015-12-04,1.088,-0.9107
2015-12-07,1.1,1.1029
2015-12-08,1.099,-0.0909
2015-12-09,1.098,-0.091
2015-12-10,1.089,-0.8197
2015-12-11,1.075,-1.2856
2015-12-14,1.086,1.0233
2015-12-15,1.099,1.1971
2015-12-16,1.108,0.8189
2015-12-17,1.13,1.9856
2015-12-18,1.129,-0.0885
2015-12-21,1.134,0.4429
2015-12-22,1.143,0.7937
2015-12-23,1.125,-1.5748
2015-12-24,1.127,0.1778
2015-12-25,1.136,0.7986
2015-12-28,1.115,-1.8486
2015-12-29,1.12,0.4484
2015-12-30,1.138,1.6071
2015-12-31,1.114,-2.109
2016-01-04,1.023,-8.1688
2016-01-05,0.991,-3.1281
2016-01-06,1.013,2.22
2016-01-07,0.932,-7.9961
2016-01-08,0.928,-0.4292
2016-01-11,0.877,-5.4957
2016-01-12,0.887,1.1403
2016-01-13,0.857,-3.3822
2016-01-14,0.897,4.6674
2016-01-15,0.875,-2.4526
2016-01-18,0.899,2.7429
2016-01-19,0.932,3.6707
2016-01-20,0.921,-1.1803
2016-01-21,0.883,-4.126
2016-01-22,0.891,0.906
2016-01-25,0.906,1.6835
2016-01-26,0.854,-5.7395
2016-01-27,0.849,-0.5855
2016-01-28,0.81,-4.5936
2016-01-29,0.842,3.9506
2016-02-01,0.833,-1.0689
2016-02-02,0.864,3.7215
2016-02-03,0.867,0.3472
2016-02-04,0.891,2.7682
2016-02-05,0.882,-1.0101
2016-02-15,0.891,1.0204
2016-02-16,0.921,3.367
2016-02-17,0.925,0.4343
2016-02-18,0.92,-0.5405
2016-02-19,0.918,-0.2174
2016-02-22,0.932,1.5251
2016-02-23,0.92,-1.2876
2016-02-24,0.911,-0.9783
2016-02-25,0.851,-6.5862
2016-02-26,0.852,0.1175
2016-02-29,0.805,-5.5164
2016-03-01,0.817,1.4907
2016-03-02,0.851,4.1616
2016-03-03,0.847,-0.47
2016-03-04,0.819,-3.3058
2016-03-07,0.834,1.8315
2016-03-08,0.843,1.0791
2016-03-09,0.824,-2.2539
2016-03-10,0.81,-1.699
2016-03-11,0.808,-0.2469
2016-03-14,0.84,3.9604
2016-03-15,0.839,-0.119
2016-03-16,0.833,-0.7151
2016-03-17,0.867,4.0816
2016-03-18,0.899,3.6909
2016-03-21,0.915,1.7798
2016-03-22,0.911,-0.4372
2016-03-23,0.914,0.3293
2016-03-24,0.904,-1.0941
2016-03-25,0.908,0.4425
2016-03-28,0.912,0.4405
2016-03-29,0.891,-2.3026
2016-03-30,0.921,3.367
2016-03-31,0.923,0.2172
2016-04-01,0.916,-0.7584
2016-04-05,0.932,1.7467
2016-04-06,0.945,1.3948
2016-04-07,0.93,-1.5873
2016-04-08,0.919,-1.1828
2016-04-11,0.938,2.0675
2016-04-12,0.929,-0.9595
2016-04-13,0.942,1.3994
2016-04-14,0.952,1.0616
2016-04-15,0.947,-0.5252
2016-04-18,0.931,-1.6895
2016-04-19,0.935,0.4296
2016-04-20,0.899,-3.8503
2016-04-21,0.889,-1.1123
2016-04-22,0.895,0.6749
2016-04-25,0.899,0.4469
2016-04-26,0.909,1.1123
2016-04-27,0.913,0.44
2016-04-28,0.908,-0.5476
2016-04-29,0.908,0.0
2016-05-03,0.93,2.4229
2016-05-04,0.93,0.0
2016-05-05,0.936,0.6452
2016-05-06,0.903,-3.5256
2016-05-09,0.878,-2.7685
2016-05-10,0.877,-0.1139
2016-05-11,0.87,-0.7982
2016-05-12,0.873,0.3448
2016-05-13,0.868,-0.5727
2016-05-16,0.884,1.8433
2016-05-17,0.888,0.4525
2016-05-18,0.874,-1.5766
2016-05-19,0.874,0.0
2016-05-20,0.883,1.0297
2016-05-23,0.894,1.2458
2016-05-24,0.887,-0.783
2016-05-25,0.887,0.0
2016-05-26,0.89,0.3382
2016-05-27,0.886,-0.4494
2016-05-30,0.884,-0.2257
2016-05-31,0.907,2.6018
2016-06-01,0.912,0.5513
2016-06-02,0.92,0.8772
2016-06-03,0.923,0.3261
2016-06-06,0.927,0.4334
2016-06-07,0.928,0.1079
2016-06-08,0.926,-0.2155
2016-06-13,0.895,-3.3477
2016-06-14,0.896,0.1117
2016-06-15,0.921,2.7902
2016-06-16,0.918,-0.3257
2016-06-17,0.927,0.9804
2016-06-20,0.932,0.5394
2016-06-21,0.922,-1.073
2016-06-22,0.933,1.1931
2016-06-23,0.938,0.5359
2016-06-24,0.927,-1.1727
2016-06-27,0.945,1.9417
2016-06-28,0.95,0.5291
2016-06-29,0.949,-0.1053
2016-06-30,0.949,0.0
2016-07-01,0.947,-0.2107
2016-07-04,0.963,1.6895
2016-07-05,0.965,0.2077
2016-07-06,0.98,1.5544
2016-07-07,0.979,-0.102
2016-07-08,0.975,-0.4086
2016-07-11,0.968,-0.7179
2016-07-12,0.977,0.9298
2016-07-13,0.983,0.6141
2016-07-14,0.983,0.0
2016-07-15,0.985,0.2035
2016-07-18,0.981,-0.4061
2016-07-19,0.984,0.3058
2016-07-20,0.985,0.1016
2016-07-21,0.981,-0.4061
2016-07-22,0.971,-1.0194
2016-07-25,0.969,-0.206
2016-07-26,0.98,1.1352
2016-07-27,0.945,-3.5714
2016-07-28,0.946,0.1058
2016-07-29,0.944,-0.2114
2016-08-01,0.939,-0.5297
2016-08-02,0.946,0.7455
2016-08-03,0.95,0.4228
2016-08-04,0.955,0.5263
2016-08-05,0.954,-0.1047
2016-08-08,0.962,0.8386
2016-08-09,0.969,0.7277
2016-08-10,0.962,-0.7224
2016-08-11,0.951,-1.1435
2016-08-12,0.956,0.5258
2016-08-15,0.974,1.8828
2016-08-16,0.977,0.308
2016-08-17,0.982,0.5118
2016-08-18,0.979,-0.3055
2016-08-19,0.983,0.4086
2016-08-22,0.965,-1.8311
2016-08-23,0.965,0.0
2016-08-24,0.965,0.0
2016-08-25,0.961,-0.4145
2016-08-26,0.963,0.2081
2016-08-29,0.964,0.1038
2016-08-30,0.962,-0.2075
2016-08-31,0.962,0.0
2016-09-01,0.957,-0.5198
2016-09-02,0.955,-0.209
2016-09-05,0.961,0.6283
2016-09-06,0.982,2.1852
2016-09-07,0.98,-0.2037
2016-09-08,0.988,0.8163
2016-09-09,0.987,-0.1012
2016-09-12,0.963,-2.4316
2016-09-13,0.963,0.0
2016-09-14,0.953,-1.0384
2016-09-19,0.961,0.8395
2016-09-20,0.964,0.3122
2016-09-21,0.972,0.8299
2016-09-22,0.977,0.5144
2016-09-23,0.976,-0.1024
2016-09-26,0.958,-1.8443
2016-09-27,0.96,0.2088
2016-09-28,0.961,0.1042
2016-09-29,0.962,0.1041
2016-09-30,0.964,0.2079
2016-10-10,0.985,2.1784
2016-10-11,0.991,0.6091
2016-10-12,0.99,-0.1009
2016-10-13,0.986,-0.404
2016-10-14,0.985,-0.1014
2016-10-17,0.979,-0.6091
2016-10-18,0.991,1.2257
2016-10-19,0.992,0.1009
2016-10-20,0.993,0.1008
2016-10-21,0.981,-1.2085
2016-10-24,0.992,1.1213
2016-10-25,0.996,0.4032
2016-10-26,0.991,-0.502
2016-10-27,0.99,-0.1009
2016-10-28,0.987,-0.303
2016-10-31,0.975,-1.2158
2016-11-01,0.982,0.7179
2016-11-02,0.977,-0.5092
2016-11-03,0.984,0.7165
2016-11-04,0.986,0.2033
2016-11-07,0.986,0.0
2016-11-08,0.999,1.3185
2016-11-09,0.997,-0.2002
2016-11-10,1.009,1.2036
2016-11-11,1.013,0.3964
2016-11-14,1.016,0.2962
2016-11-15,1.017,0.0984
2016-11-16,1.018,0.0983
2016-11-17,1.016,-0.1965
2016-11-18,1.011,-0.4921
2016-11-21,1.007,-0.3956
2016-11-22,1.012,0.4965
