净值日期,单位净值,日增长率
2017-08-01,1.0,0.0
2017-08-04,0.9943,0.0
2017-08-11,0.9807,0.0
2017-08-18,0.9954,0.0
2017-08-25,1.002,0.0
2017-09-01,1.0106,0.0
2017-09-08,1.0072,0.0
2017-09-15,1.0089,0.0
2017-09-22,1.0089,0.0
2017-09-29,1.0048,0.0
2017-10-13,1.0193,0.0
2017-10-20,1.0197,0.0
2017-10-27,1.0436,0.0
2017-11-03,1.0342,0.0
2017-11-10,1.0636,0.0
2017-11-17,1.0705,0.0
2017-11-24,1.062,0.0
2017-12-01,1.0442,0.0
2017-12-08,1.0449,0.0
2017-12-15,1.0327,0.0
2017-12-22,1.0445,0.0
2017-12-29,1.0446,0.0
2017-12-31,1.0446,0.0
2018-01-05,1.0665,0.0
2018-01-12,1.07,0.0
2018-01-19,1.0712,0.0
2018-01-26,1.0721,0.0
2018-02-01,1.0729,0.0
2018-02-02,1.0733,0.0373
2018-02-05,1.0737,0.0373
2018-02-06,1.0737,0.0
2018-02-07,1.0734,-0.0279
2018-02-08,1.0729,-0.0466
2018-02-09,1.0705,-0.2237
2018-02-12,1.0709,0.0374
2018-02-13,1.0707,-0.0187
2018-02-14,1.0709,0.0187
2018-02-23,1.0719,0.0
2018-03-02,1.0602,0.0
2018-03-09,1.0708,0.0
2018-03-16,1.0616,0.0
2018-03-23,1.0394,0.0
2018-03-30,1.049,0.0
2018-04-04,1.0399,0.0
2018-04-13,1.0437,0.0
2018-04-20,1.0169,0.0
2018-04-27,1.0186,0.0
2018-05-04,1.0244,0.0
2018-05-11,1.0389,0.0
2018-05-18,1.0432,0.0
2018-05-25,1.0206,0.0
2018-06-01,0.9999,0.0
2018-06-08,1.0014,0.0
2018-06-15,0.9877,0.0
2018-06-22,0.9523,0.0
2018-06-29,0.9428,0.0
2018-06-30,0.9428,0.0
2018-07-06,0.907,0.0
2018-07-13,0.9467,0.0
2018-07-20,0.9517,0.0
2018-07-27,0.9646,0.0
2018-08-03,0.9079,0.0
2018-08-10,0.9257,0.0
2018-08-14,0.9236,0.0
2018-08-15,0.8966,-2.9233
2018-08-16,0.8904,-0.6915
2018-08-17,0.8819,-0.9546
2018-08-20,0.8873,0.6123
2018-08-21,0.8968,1.0707
2018-08-22,0.8924,-0.4906
2018-08-23,0.8939,0.1681
2018-08-24,0.894,0.0112
2018-08-27,0.9118,1.9911
2018-08-28,0.9102,-0.1755
2018-08-29,0.903,-0.791
2018-08-30,0.897,-0.6645
2018-08-31,0.8926,-0.4905
2018-09-03,0.8931,0.056
2018-09-04,0.8998,0.7502
2018-09-05,0.8879,-1.3225
2018-09-06,0.8809,-0.7884
2018-09-07,0.8829,0.227
2018-09-10,0.8715,-1.2912
2018-09-14,0.8715,0.0
2018-09-21,0.8947,0.0
2018-09-28,0.8965,0.0
2018-10-12,0.849,0.0
2018-10-19,0.8378,0.0
2018-10-26,0.8423,0.0
2018-11-02,0.8631,0.0
2018-11-09,0.8478,0.0
2018-11-16,0.8687,0.0
2018-11-23,0.8463,0.0
2018-11-30,0.8492,0.0
2018-12-07,0.8535,0.0
2018-12-14,0.8477,0.0
2018-12-21,0.8308,0.0
2018-12-28,0.8268,0.0
2018-12-31,0.8268,0.0
2019-01-04,0.8315,0.0
2019-01-11,0.8436,0.0
2019-01-18,0.8529,0.0
2019-01-25,0.856,0.0
2019-02-01,0.8659,0.0
2019-02-15,0.8848,0.0
2019-02-22,0.9143,0.0
2019-03-01,0.9476,0.0
2019-03-08,0.9471,0.0
2019-03-11,0.9491,0.2112
2019-03-12,0.9447,-0.4636
2019-03-13,0.9449,0.0212
2019-03-14,0.9463,0.1482
2019-03-15,0.948,0.1796
2019-03-18,0.9488,0.0844
2019-03-19,0.9499,0.1159
2019-03-20,0.9517,0.1895
2019-03-21,0.9537,0.2102
2019-03-22,0.956,0.2412
2019-03-25,0.9588,0.2929
2019-03-26,0.9707,1.2411
2019-03-27,0.9755,0.4945
2019-03-28,0.9825,0.7176
2019-03-29,0.9881,0.57
2019-04-01,0.9942,0.6173
2019-04-02,0.9951,0.0905
2019-04-03,0.9954,0.0301
2019-04-04,0.9955,0.01
2019-04-08,0.9955,0.0
2019-04-12,0.9957,0.0
2019-04-16,0.9958,0.0
2019-04-17,0.9958,0.0
2019-04-18,0.9957,-0.01
2019-04-19,0.9957,0.0
2019-04-22,0.9957,0.0
2019-04-23,0.9957,0.0
2019-04-24,0.9957,0.0
