净值日期,单位净值,日增长率
2017-06-21,1.0,0.0
2017-06-23,1.0,0.0
2017-06-30,1.003,0.0
2017-07-07,1.026,0.0
2017-07-14,1.011,0.0
2017-07-19,1.022,0.0
2017-07-20,1.031,0.8806
2017-07-21,1.039,0.7759
2017-07-24,1.026,-1.2512
2017-07-25,1.025,-0.0975
2017-07-26,1.02,-0.4878
2017-07-27,1.022,0.1961
2017-07-28,1.029,0.6849
2017-07-31,1.044,1.4577
2017-08-01,1.039,-0.4789
2017-08-02,1.039,0.0
2017-08-03,1.053,1.3474
2017-08-04,1.037,-1.5195
2017-08-07,1.054,1.6393
2017-08-08,1.041,-1.2334
2017-08-09,1.049,0.7685
2017-08-10,1.032,-1.6206
2017-08-11,1.01,-2.1318
2017-08-14,1.034,2.3762
2017-08-15,1.046,1.1605
2017-08-16,1.042,-0.3824
2017-08-17,1.043,0.096
2017-08-18,1.031,-1.1505
2017-08-21,1.046,1.4549
2017-08-22,1.051,0.478
2017-08-23,1.042,-0.8563
2017-08-24,1.034,-0.7678
2017-08-25,1.052,1.7408
2017-08-28,1.071,1.8061
2017-08-29,1.073,0.1867
2017-08-30,1.093,1.8639
2017-08-31,1.104,1.0064
2017-09-01,1.124,1.8116
2017-09-04,1.123,-0.089
2017-09-05,1.135,1.0686
2017-09-06,1.157,1.9383
2017-09-07,1.142,-1.2965
2017-09-08,1.14,-0.1751
2017-09-11,1.175,3.0702
2017-09-12,1.167,-0.6809
2017-09-13,1.165,-0.1714
2017-09-14,1.157,-0.6867
2017-09-15,1.156,-0.0864
2017-09-18,1.159,0.2595
2017-09-19,1.153,-0.5177
2017-09-20,1.157,0.3469
2017-09-21,1.149,-0.6914
2017-09-22,1.145,-0.3481
2017-09-25,1.138,-0.6114
2017-09-26,1.139,0.0879
2017-09-27,1.155,1.4047
2017-09-28,1.159,0.3463
2017-09-29,1.162,0.2588
2017-10-09,1.167,0.4303
2017-10-10,1.161,-0.5141
2017-10-11,1.16,-0.0861
2017-10-12,1.159,-0.0862
2017-10-13,1.173,1.2079
2017-10-16,1.16,-1.1083
2017-10-17,1.158,-0.1724
2017-10-18,1.153,-0.4318
2017-10-19,1.146,-0.6071
2017-10-20,1.157,0.9599
2017-10-23,1.169,1.0372
2017-10-24,1.182,1.1121
2017-10-25,1.199,1.4382
2017-10-26,1.194,-0.417
2017-10-27,1.183,-0.9213
2017-10-30,1.179,-0.3381
2017-10-31,1.193,1.1874
2017-11-01,1.193,0.0
2017-11-02,1.176,-1.425
2017-11-03,1.176,0.0
2017-11-06,1.189,1.1054
2017-11-07,1.189,0.0
2017-11-08,1.191,0.1682
2017-11-09,1.191,0.0
2017-11-10,1.203,1.0076
2017-11-13,1.211,0.665
2017-11-14,1.188,-1.8993
2017-11-15,1.157,-2.6094
2017-11-16,1.162,0.4322
2017-11-17,1.135,-2.3236
2017-11-20,1.165,2.6432
2017-11-21,1.169,0.3433
2017-11-22,1.166,-0.2566
2017-11-23,1.133,-2.8302
2017-11-24,1.131,-0.1765
2017-11-27,1.115,-1.4147
2017-11-28,1.129,1.2556
2017-11-29,1.119,-0.8857
2017-11-30,1.12,0.0894
2017-12-01,1.129,0.8036
2017-12-04,1.129,0.0
2017-12-05,1.105,-2.1258
2017-12-06,1.12,1.3575
2017-12-07,1.104,-1.4286
2017-12-08,1.121,1.5399
2017-12-11,1.138,1.5165
2017-12-12,1.136,-0.1757
2017-12-13,1.149,1.1444
2017-12-14,1.142,-0.6092
2017-12-15,1.123,-1.6637
2017-12-18,1.123,0.0
2017-12-19,1.125,0.1781
2017-12-20,1.115,-0.8889
2017-12-21,1.131,1.435
2017-12-22,1.125,-0.5305
2017-12-25,1.104,-1.8667
2017-12-26,1.109,0.4529
2017-12-27,1.101,-0.7214
2017-12-28,1.104,0.2725
2017-12-29,1.117,1.1775
2017-12-31,1.117,0.0
2018-01-02,1.139,1.9696
2018-01-03,1.153,1.2291
2018-01-04,1.151,-0.1735
2018-01-05,1.148,-0.2606
2018-01-08,1.158,0.8711
2018-01-09,1.154,-0.3454
2018-01-10,1.139,-1.2998
2018-01-11,1.135,-0.3512
2018-01-12,1.132,-0.2643
2018-01-15,1.103,-2.5618
2018-01-16,1.102,-0.0907
2018-01-17,1.092,-0.9074
2018-01-18,1.102,0.9158
2018-01-19,1.096,-0.5445
2018-01-22,1.099,0.2737
2018-01-23,1.103,0.364
2018-01-24,1.117,1.2693
2018-01-25,1.108,-0.8057
2018-01-26,1.105,-0.2708
2018-01-29,1.097,-0.724
2018-01-30,1.097,0.0
2018-01-31,1.09,-0.6381
2018-02-01,1.07,-1.8349
2018-02-02,1.076,0.5607
2018-02-05,1.076,0.0
2018-02-06,1.025,-4.7398
2018-02-07,1.021,-0.3902
2018-02-08,1.038,1.665
2018-02-09,1.005,-3.1792
2018-02-12,1.051,4.5771
2018-02-13,1.058,0.666
2018-02-14,1.064,0.5671
2018-02-22,1.085,1.9737
2018-02-23,1.087,0.1843
2018-02-26,1.109,2.0239
2018-02-27,1.106,-0.2705
2018-02-28,1.119,1.1754
2018-03-01,1.14,1.8767
2018-03-02,1.13,-0.8772
2018-03-05,1.132,0.177
2018-03-06,1.141,0.7951
2018-03-07,1.133,-0.7011
2018-03-08,1.129,-0.353
2018-03-09,1.146,1.5058
2018-03-12,1.181,3.0541
2018-03-13,1.168,-1.1008
2018-03-14,1.157,-0.9418
2018-03-15,1.165,0.6914
2018-03-16,1.153,-1.03
2018-03-19,1.155,0.1735
2018-03-20,1.164,0.7792
2018-03-21,1.148,-1.3746
2018-03-22,1.139,-0.784
2018-03-23,1.09,-4.302
2018-03-26,1.112,2.0183
2018-03-27,1.135,2.0683
2018-03-28,1.122,-1.1454
2018-03-29,1.127,0.4456
2018-03-30,1.154,2.3957
2018-04-02,1.154,0.0
2018-04-03,1.151,-0.26
2018-04-04,1.136,-1.3032
2018-04-09,1.129,-0.6162
2018-04-10,1.134,0.4429
2018-04-11,1.137,0.2646
2018-04-12,1.132,-0.4398
2018-04-13,1.138,0.53
2018-04-16,1.138,0.0
2018-04-17,1.106,-2.812
2018-04-18,1.115,0.8137
2018-04-19,1.118,0.2691
