净值日期,单位净值,日增长率
2013-05-28,1.0,0.0
2013-05-31,1.0,0.0
2013-06-07,0.997,-0.3
2013-06-14,0.995,-0.2006
2013-06-21,0.99,-0.5025
2013-06-28,0.984,-0.6061
2013-06-30,0.984,0.0
2013-07-05,0.989,0.5081
2013-07-12,0.995,0.6067
2013-07-19,0.982,-1.3065
2013-07-26,0.989,0.7128
2013-07-31,0.986,-0.3033
2013-08-01,0.994,0.8114
2013-08-02,0.995,0.1006
2013-08-05,1.0,0.5025
2013-08-06,1.003,0.3
2013-08-07,1.0,-0.2991
2013-08-08,1.0,0.0
2013-08-09,1.002,0.2
2013-08-12,1.014,1.1976
2013-08-13,1.016,0.1972
2013-08-14,1.013,-0.2953
2013-08-15,1.008,-0.4936
2013-08-16,1.002,-0.5952
2013-08-19,1.01,0.7984
2013-08-20,1.005,-0.495
2013-08-21,1.003,-0.199
2013-08-22,1.004,0.0997
2013-08-23,1.001,-0.2988
2013-08-26,1.013,1.1988
2013-08-27,1.013,0.0
2013-08-28,1.008,-0.4936
2013-08-29,1.005,-0.2976
2013-08-30,1.002,-0.2985
2013-09-02,1.006,0.3992
2013-09-03,1.014,0.7952
2013-09-04,1.013,-0.0986
2013-09-05,1.012,-0.0987
2013-09-06,1.015,0.2964
2013-09-09,1.029,1.3793
2013-09-10,1.036,0.6803
2013-09-11,1.034,-0.1931
2013-09-12,1.038,0.3868
2013-09-13,1.036,-0.1927
2013-09-16,1.035,-0.0965
2013-09-17,1.023,-1.1594
2013-09-18,1.026,0.2933
2013-09-23,1.04,1.3645
2013-09-24,1.031,-0.8654
2013-09-25,1.026,-0.485
2013-09-26,1.011,-1.462
2013-09-27,1.016,0.4946
2013-09-30,1.022,0.5906
2013-10-08,1.033,1.0763
2013-10-09,1.038,0.484
2013-10-10,1.029,-0.8671
2013-10-11,1.043,1.3605
2013-10-14,1.048,0.4794
2013-10-15,1.046,-0.1908
2013-10-16,1.027,-1.8164
2013-10-17,1.026,-0.0974
2013-10-18,1.03,0.3899
2013-10-21,1.051,2.0388
2013-10-22,1.042,-0.8563
2013-10-23,1.024,-1.7274
2013-10-24,1.019,-0.4883
2013-10-25,1.008,-1.0795
2013-10-28,1.007,-0.0992
2013-10-29,1.004,-0.2979
2013-10-30,1.019,1.494
2013-10-31,1.008,-1.0795
2013-11-01,1.01,0.1984
2013-11-04,1.011,0.099
2013-11-05,1.015,0.3956
2013-11-06,1.005,-0.9852
2013-11-07,0.997,-0.796
2013-11-08,0.986,-1.1033
2013-11-11,0.991,0.5071
2013-11-12,0.999,0.8073
2013-11-13,0.982,-1.7017
2013-11-14,0.991,0.9165
2013-11-15,1.007,1.6145
2013-11-18,1.036,2.8798
2013-11-19,1.032,-0.3861
2013-11-20,1.037,0.4845
2013-11-21,1.029,-0.7715
2013-11-22,1.026,-0.2915
2013-11-25,1.025,-0.0975
2013-11-26,1.027,0.1951
2013-11-27,1.036,0.8763
2013-11-28,1.047,1.0618
2013-11-29,1.051,0.382
2013-12-02,1.031,-1.9029
2013-12-03,1.044,1.2609
2013-12-04,1.055,1.0536
2013-12-05,1.049,-0.5687
2013-12-06,1.043,-0.572
2013-12-09,1.047,0.3835
2013-12-10,1.051,0.382
2013-12-11,1.034,-1.6175
2013-12-12,1.033,-0.0967
2013-12-13,1.033,0.0
2013-12-16,1.02,-1.2585
2013-12-17,1.015,-0.4902
2013-12-18,1.015,0.0
2013-12-19,1.006,-0.8867
2013-12-20,0.983,-2.2863
2013-12-23,0.988,0.5086
2013-12-24,0.993,0.5061
2013-12-25,1.001,0.8056
2013-12-26,0.986,-1.4985
2013-12-27,1.001,1.5213
2013-12-30,1.001,0.0
