净值日期,单位净值,日增长率
2013-12-03,1.0,0.0
2013-12-06,1.001,0.1
2013-12-13,1.002,0.0999
2013-12-20,1.003,0.0998
2013-12-27,1.004,0.0997
2013-12-31,1.005,0.0
2014-01-03,1.006,0.0
2014-01-10,1.006,0.0
2014-01-17,1.006,0.0
2014-01-24,1.009,0.2982
2014-01-28,1.01,0.0991
2014-01-29,1.011,0.099
2014-01-30,1.012,0.0989
2014-02-07,1.013,0.0988
2014-02-10,1.017,0.3949
2014-02-11,1.017,0.0
2014-02-12,1.017,0.0
2014-02-13,1.016,-0.0983
2014-02-14,1.017,0.0984
2014-02-17,1.018,0.0983
2014-02-18,1.018,0.0
2014-02-19,1.018,0.0
2014-02-20,1.017,-0.0982
2014-02-21,1.017,0.0
2014-02-24,1.016,-0.0983
2014-02-25,1.014,-0.1969
2014-02-26,1.013,-0.0986
2014-02-27,1.014,0.0987
2014-02-28,1.014,0.0
2014-03-03,1.015,0.0986
2014-03-04,1.015,0.0
2014-03-05,1.015,0.0
2014-03-06,1.015,0.0
2014-03-07,1.015,0.0
2014-03-10,1.013,-0.197
2014-03-11,1.013,0.0
2014-03-12,1.013,0.0
2014-03-13,1.015,0.1974
2014-03-14,1.016,0.0985
2014-03-17,1.017,0.0984
2014-03-18,1.017,0.0
2014-03-19,1.016,-0.0983
2014-03-20,1.015,-0.0984
2014-03-21,1.015,0.0
2014-03-24,1.015,0.0
2014-03-25,1.015,0.0
2014-03-26,1.015,0.0
2014-03-27,1.014,-0.0985
2014-03-28,1.012,-0.1972
2014-03-31,1.012,0.0
2014-04-01,1.013,0.0988
2014-04-02,1.014,0.0987
2014-04-03,1.013,-0.0986
2014-04-04,1.016,0.2962
2014-04-08,1.018,0.1969
2014-04-09,1.019,0.0982
2014-04-10,1.017,-0.1963
2014-04-11,1.017,0.0
2014-04-14,1.018,0.0983
2014-04-15,1.015,-0.2947
2014-04-16,1.015,0.0
2014-04-17,1.016,0.0985
2014-04-18,1.016,0.0
2014-04-21,1.015,-0.0984
2014-04-22,1.014,-0.0985
2014-04-23,1.013,-0.0986
2014-04-24,1.012,-0.0987
2014-04-25,1.012,0.0
2014-04-28,1.009,-0.2964
2014-04-29,1.009,0.0
2014-04-30,1.01,0.0991
2014-05-05,1.012,0.198
2014-05-06,1.015,0.2964
2014-05-07,1.012,-0.2956
2014-05-08,1.013,0.0988
2014-05-09,1.013,0.0
2014-05-12,1.016,0.2962
2014-05-13,1.016,0.0
2014-05-14,1.016,0.0
2014-05-15,1.013,-0.2953
2014-05-16,1.012,-0.0987
2014-05-19,1.01,-0.1976
2014-05-20,1.011,0.099
2014-05-21,1.013,0.1978
2014-05-22,1.015,0.1974
2014-05-23,1.016,0.0985
2014-05-26,1.017,0.0984
2014-05-27,1.017,0.0
2014-05-28,1.019,0.1967
2014-05-29,1.019,0.0
2014-05-30,1.018,-0.0981
2014-06-03,1.02,0.1965
2014-06-04,1.019,-0.098
2014-06-05,1.021,0.1963
2014-06-06,1.021,0.0
2014-06-09,1.021,0.0
2014-06-10,1.024,0.2938
2014-06-11,1.025,0.0977
2014-06-12,1.025,0.0
2014-06-13,1.027,0.1951
2014-06-16,1.03,0.2921
2014-06-17,1.027,-0.2913
2014-06-18,1.027,0.0
2014-06-19,1.025,-0.1947
2014-06-20,1.024,-0.0976
2014-06-23,1.028,0.3906
2014-06-24,1.029,0.0973
2014-06-25,1.028,-0.0972
2014-06-26,1.028,0.0
2014-06-27,1.029,0.0973
2014-06-30,1.03,0.0972
2014-07-01,1.031,0.0971
2014-07-02,1.03,-0.097
2014-07-03,1.031,0.0971
2014-07-04,1.031,0.0
2014-07-07,1.024,-0.679
2014-07-08,1.032,0.7813
2014-07-09,1.031,-0.0969
2014-07-10,1.03,-0.097
2014-07-11,1.031,0.0971
2014-07-14,1.034,0.291
2014-07-15,1.032,-0.1934
2014-07-16,1.031,-0.0969
2014-07-17,1.03,-0.097
2014-07-18,1.031,0.0971
2014-07-21,1.032,0.097
2014-07-22,1.033,0.0969
2014-07-23,1.032,-0.0968
2014-07-24,1.032,0.0
2014-07-25,1.034,0.1938
2014-07-28,1.035,0.0967
2014-07-29,1.037,0.1932
2014-07-30,1.038,0.0964
2014-07-31,1.039,0.0963
2014-08-01,1.039,0.0
2014-08-04,1.04,0.0962
2014-08-05,1.04,0.0
2014-08-06,1.04,0.0
2014-08-07,1.04,0.0
2014-08-08,1.04,0.0
2014-08-11,1.041,0.0962
2014-08-12,1.042,0.0961
2014-08-13,1.042,0.0
2014-08-14,1.042,0.0
2014-08-15,1.043,0.096
2014-08-18,1.044,0.0959
2014-08-19,1.044,0.0
2014-08-20,1.044,0.0
2014-08-21,1.045,0.0958
2014-08-22,1.046,0.0957
2014-08-25,1.046,0.0
2014-08-26,1.045,-0.0956
2014-08-27,1.046,0.0957
2014-08-28,1.046,0.0
2014-08-29,1.046,0.0
2014-09-01,1.048,0.1912
2014-09-02,1.048,0.0
2014-09-03,1.054,0.5725
2014-09-04,1.055,0.0949
2014-09-05,1.057,0.1896
2014-09-09,1.062,0.473
2014-09-10,1.063,0.0942
2014-09-11,1.061,-0.1881
2014-09-12,1.063,0.1885
2014-09-15,1.065,0.1881
2014-09-16,1.061,-0.3756
2014-09-17,1.062,0.0943
2014-09-18,1.063,0.0942
2014-09-19,1.064,0.0941
2014-09-22,1.065,0.094
2014-09-23,1.065,0.0
2014-09-24,1.066,0.0939
2014-09-25,1.065,-0.0938
2014-09-26,1.064,-0.0939
2014-09-29,1.066,0.188
2014-09-30,1.068,0.1876
2014-10-08,1.071,0.2809
2014-10-09,1.071,0.0
2014-10-10,1.072,0.0934
2014-10-13,1.072,0.0
2014-10-14,1.072,0.0
2014-10-15,1.073,0.0933
2014-10-16,1.072,-0.0932
2014-10-17,1.072,0.0
2014-10-20,1.075,0.2799
2014-10-21,1.076,0.093
2014-10-22,1.078,0.1859
2014-10-23,1.077,-0.0928
2014-10-24,1.078,0.0929
2014-10-27,1.079,0.0928
2014-10-28,1.082,0.278
2014-10-29,1.09,0.7394
2014-10-30,1.091,0.0917
2014-10-31,1.091,0.0
2014-11-03,1.091,0.0
2014-11-04,1.093,0.1833
2014-11-05,1.094,0.0915
2014-11-06,1.098,0.3656
2014-11-07,1.098,0.0
2014-11-10,1.102,0.3643
2014-11-11,1.098,-0.363
2014-11-12,1.1,0.1821
2014-11-13,1.098,-0.1818
2014-11-14,1.097,-0.0911
2014-11-17,1.097,0.0
2014-11-18,1.097,0.0
2014-11-19,1.098,0.0912
2014-11-20,1.097,-0.0911
2014-11-21,1.097,0.0
2014-11-24,1.101,0.3646
2014-11-25,1.1,-0.0908
2014-11-26,1.102,0.1818
2014-11-27,1.103,0.0907
2014-11-28,1.103,0.0
2014-12-01,1.103,0.0
2014-12-02,1.103,0.0
2014-12-03,1.103,0.0
2014-12-04,1.103,0.0
2014-12-05,1.098,-0.4533
2014-12-08,1.099,0.0911
2014-12-09,1.08,-1.7288
2014-12-10,1.084,0.3704
2014-12-11,1.085,0.0923
2014-12-12,1.087,0.1843
2014-12-15,1.087,0.0
2014-12-16,1.089,0.184
2014-12-17,1.087,-0.1837
2014-12-18,1.088,0.092
2014-12-19,1.089,0.0919
2014-12-22,1.09,0.0918
2014-12-23,1.086,-0.367
2014-12-24,1.086,0.0
2014-12-25,1.089,0.2762
2014-12-26,1.093,0.3673
2014-12-29,1.096,0.2745
2014-12-30,1.093,-0.2737
2014-12-31,1.098,0.4575
2015-01-05,1.106,0.7286
2015-01-06,1.106,0.0
2015-01-07,1.107,0.0904
2015-01-08,1.104,-0.271
2015-01-09,1.106,0.1812
2015-01-12,1.108,0.1808
2015-01-13,1.108,0.0
2015-01-14,1.109,0.0903
2015-01-15,1.109,0.0
2015-01-16,1.114,0.4509
2015-01-19,1.108,-0.5386
2015-01-20,1.111,0.2708
2015-01-21,1.117,0.5401
2015-01-22,1.119,0.1791
2015-01-23,1.12,0.0894
2015-01-26,1.12,0.0
2015-01-27,1.117,-0.2679
2015-01-28,1.116,-0.0895
2015-01-29,1.115,-0.0896
2015-01-30,1.114,-0.0897
2015-02-02,1.112,-0.1795
2015-02-03,1.114,0.1799
2015-02-04,1.115,0.0898
2015-02-05,1.114,-0.0897
2015-02-06,1.113,-0.0898
2015-02-09,1.113,0.0
2015-02-10,1.114,0.0898
2015-02-11,1.114,0.0
2015-02-12,1.115,0.0898
2015-02-13,1.116,0.0897
2015-02-16,1.119,0.2688
2015-02-17,1.12,0.0894
2015-02-25,1.12,0.0
2015-02-26,1.12,0.0
2015-02-27,1.121,0.0893
2015-03-02,1.125,0.3568
2015-03-03,1.127,0.1778
2015-03-04,1.132,0.4437
2015-03-05,1.133,0.0883
2015-03-06,1.13,-0.2648
2015-03-09,1.134,0.354
2015-03-10,1.136,0.1764
2015-03-11,1.134,-0.1761
2015-03-12,1.132,-0.1764
2015-03-13,1.133,0.0883
2015-03-16,1.137,0.353
2015-03-17,1.137,0.0
2015-03-18,1.142,0.4398
2015-03-19,1.147,0.4378
2015-03-20,1.152,0.4359
2015-03-23,1.157,0.434
2015-03-24,1.158,0.0864
2015-03-25,1.158,0.0
2015-03-26,1.154,-0.3454
2015-03-27,1.154,0.0
2015-03-30,1.155,0.0867
2015-03-31,1.153,-0.1732
2015-04-01,1.158,0.4337
2015-04-02,1.162,0.3454
2015-04-03,1.168,0.5164
2015-04-07,1.171,0.2568
2015-04-08,1.165,-0.5124
2015-04-09,1.159,-0.515
2015-04-10,1.168,0.7765
2015-04-13,1.175,0.5993
2015-04-14,1.182,0.5957
2015-04-15,1.177,-0.423
2015-04-16,1.182,0.4248
2015-04-17,1.182,0.0
2015-04-20,1.175,-0.5922
2015-04-21,1.182,0.5957
2015-04-22,1.189,0.5922
2015-04-23,1.191,0.1682
2015-04-24,1.189,-0.1679
2015-04-27,1.196,0.5887
2015-04-28,1.188,-0.6689
2015-04-29,1.191,0.2525
2015-04-30,1.192,0.084
2015-05-04,1.195,0.2517
2015-05-05,1.188,-0.5858
2015-05-06,1.187,-0.0842
2015-05-07,1.182,-0.4212
2015-05-08,1.192,0.846
2015-05-11,1.204,1.0067
2015-05-12,1.212,0.6645
2015-05-13,1.21,-0.165
2015-05-14,1.209,-0.0826
2015-05-15,1.208,-0.0827
2015-05-18,1.211,0.2483
2015-05-19,1.218,0.578
2015-05-20,1.222,0.3284
2015-05-21,1.232,0.8183
2015-05-22,1.232,0.0
2015-05-25,1.242,0.8117
2015-05-26,1.252,0.8052
2015-05-27,1.256,0.3195
2015-05-28,1.242,-1.1146
2015-05-29,1.247,0.4026
2015-06-01,1.26,1.0425
2015-06-02,1.271,0.873
2015-06-03,1.27,-0.0787
2015-06-04,1.263,-0.5512
2015-06-05,1.27,0.5542
2015-06-08,1.265,-0.3937
2015-06-09,1.265,0.0
2015-06-10,1.268,0.2372
2015-06-11,1.273,0.3943
2015-06-12,1.282,0.707
2015-06-15,1.274,-0.624
2015-06-16,1.26,-1.0989
2015-06-17,1.265,0.3968
2015-06-18,1.256,-0.7115
2015-06-19,1.247,-0.7166
2015-06-23,1.248,0.0802
2015-06-24,1.252,0.3205
2015-06-25,1.241,-0.8786
2015-06-26,1.225,-1.2893
2015-06-29,1.214,-0.898
2015-06-30,1.213,-0.0824
2015-07-01,1.2,-1.0717
2015-07-02,1.188,-1.0
2015-07-03,1.179,-0.7576
2015-07-06,1.176,-0.2545
2015-07-07,1.164,-1.0204
2015-07-08,1.148,-1.3746
2015-07-09,1.159,0.9582
2015-07-10,1.175,1.3805
2015-07-13,1.189,1.1915
2015-07-14,1.192,0.2523
2015-07-15,1.181,-0.9228
2015-07-16,1.184,0.254
2015-07-17,1.196,1.0135
2015-07-20,1.201,0.4181
2015-07-21,1.205,0.3331
2015-07-22,1.209,0.332
2015-07-23,1.216,0.579
2015-07-24,1.214,-0.1645
2015-07-27,1.199,-1.2356
2015-07-28,1.191,-0.6672
2015-07-29,1.199,0.6717
2015-07-30,1.197,-0.1668
