净值日期,单位净值,日增长率
2015-06-29,1.0,0.0
2015-06-30,1.0,0.0
2015-07-03,1.0,0.0
2015-07-10,1.0,0.0
2015-07-17,1.0,0.0
2015-07-24,0.999,0.0
2015-07-31,0.994,0.0
2015-08-07,1.037,0.0
2015-08-14,1.101,0.0
2015-08-21,0.981,0.0
2015-08-28,0.897,0.0
2015-09-02,0.808,0.0
2015-09-08,0.848,0.0
2015-09-09,0.871,2.7123
2015-09-10,0.859,-1.3777
2015-09-11,0.863,0.4657
2015-09-14,0.815,-5.562
2015-09-15,0.778,-4.5399
2015-09-16,0.827,6.2982
2015-09-17,0.824,-0.3628
2015-09-18,0.84,1.9417
2015-09-21,0.873,3.9286
2015-09-22,0.879,0.6873
2015-09-23,0.875,-0.4551
2015-09-24,0.887,1.3714
2015-09-25,0.854,-3.7204
2015-09-28,0.884,3.5129
2015-09-29,0.876,-0.905
2015-09-30,0.877,0.1142
2015-10-08,0.912,3.9909
2015-10-09,0.926,1.5351
2015-10-12,0.959,3.5637
2015-10-13,0.971,1.2513
2015-10-14,0.956,-1.5448
2015-10-15,0.986,3.1381
2015-10-16,0.997,1.1156
2015-10-19,0.997,0.0
2015-10-20,1.018,2.1063
2015-10-21,0.962,-5.501
2015-10-22,0.995,3.4304
2015-10-23,1.023,2.8141
2015-10-26,1.033,0.9775
2015-10-27,1.044,1.0649
2015-10-28,1.022,-2.1073
2015-10-29,1.03,0.7828
2015-10-30,1.031,0.0971
2015-11-02,1.011,-1.9399
2015-11-03,1.013,0.1978
2015-11-04,1.063,4.9358
2015-11-05,1.063,0.0
2015-11-06,1.091,2.6341
2015-11-09,1.107,1.4665
2015-11-10,1.114,0.6323
2015-11-11,1.137,2.0646
2015-11-12,1.143,0.5277
2015-11-13,1.124,-1.6623
2015-11-16,1.147,2.0463
2015-11-17,1.138,-0.7847
2015-11-18,1.119,-1.6696
2015-11-19,1.148,2.5916
2015-11-20,1.162,1.2195
2015-11-23,1.158,-0.3442
2015-11-24,1.175,1.468
2015-11-25,1.201,2.2128
2015-11-26,1.194,-0.5828
2015-11-27,1.127,-5.6114
2015-11-30,1.141,1.2422
2015-12-01,1.142,0.0876
2015-12-02,1.137,-0.4378
2015-12-03,1.163,2.2867
2015-12-04,1.16,-0.258
2015-12-07,1.177,1.4655
2015-12-08,1.161,-1.3594
2015-12-09,1.16,-0.0861
2015-12-10,1.159,-0.0862
2015-12-11,1.151,-0.6903
2015-12-14,1.174,1.9983
2015-12-15,1.182,0.6814
2015-12-16,1.193,0.9306
2015-12-17,1.227,2.85
2015-12-18,1.227,0.0
2015-12-21,1.241,1.141
2015-12-22,1.249,0.6446
2015-12-23,1.235,-1.1209
2015-12-24,1.237,0.1619
2015-12-25,1.249,0.9701
2015-12-28,1.224,-2.0016
2015-12-29,1.236,0.9804
2015-12-30,1.25,1.1327
2015-12-31,1.23,-1.6
2016-01-04,1.136,-7.6423
2016-01-05,1.112,-2.1127
2016-01-06,1.136,2.1583
2016-01-07,1.052,-7.3944
2016-01-08,1.058,0.5703
2016-01-11,0.99,-6.4272
2016-01-12,0.991,0.101
2016-01-13,0.958,-3.33
2016-01-14,0.992,3.5491
2016-01-15,0.961,-3.125
2016-01-18,0.978,1.769
2016-01-19,1.015,3.7832
2016-01-20,1.007,-0.7882
2016-01-21,0.971,-3.575
2016-01-22,0.987,1.6478
2016-01-25,0.998,1.1145
2016-01-26,0.932,-6.6132
2016-01-27,0.926,-0.6438
2016-01-28,0.894,-3.4557
2016-01-29,0.928,3.8031
2016-02-01,0.918,-1.0776
2016-02-02,0.949,3.3769
2016-02-03,0.954,0.5269
2016-02-04,0.974,2.0964
2016-02-05,0.965,-0.924
2016-02-15,0.967,0.2073
2016-02-16,1.004,3.8263
2016-02-17,1.013,0.8964
2016-02-18,1.009,-0.3949
2016-02-19,1.014,0.4955
2016-02-22,1.035,2.071
2016-02-23,1.029,-0.5797
2016-02-24,1.032,0.2915
2016-02-25,0.955,-7.4612
2016-02-26,0.956,0.1047
2016-02-29,0.901,-5.7531
2016-03-01,0.917,1.7758
2016-03-02,0.961,4.7983
2016-03-03,0.963,0.2081
2016-03-04,0.936,-2.8037
2016-03-07,0.956,2.1368
2016-03-08,0.965,0.9414
2016-03-09,0.947,-1.8653
2016-03-10,0.934,-1.3728
2016-03-11,0.933,-0.1071
2016-03-14,0.967,3.6442
2016-03-15,0.967,0.0
2016-03-16,0.958,-0.9307
2016-03-17,0.993,3.6534
2016-03-18,1.028,3.5247
2016-03-21,1.051,2.2374
2016-03-22,1.052,0.0951
2016-03-23,1.063,1.0456
2016-03-24,1.052,-1.0348
2016-03-25,1.06,0.7605
2016-03-28,1.057,-0.283
2016-03-29,1.037,-1.8921
2016-03-30,1.075,3.6644
2016-03-31,1.079,0.3721
2016-04-01,1.072,-0.6487
2016-04-05,1.104,2.9851
2016-04-06,1.111,0.6341
2016-04-07,1.097,-1.2601
2016-04-08,1.091,-0.5469
2016-04-11,1.116,2.2915
2016-04-12,1.11,-0.5376
2016-04-13,1.126,1.4414
